user,service
여기 있습니다,도장 10개 있으셔서 한 잔은 무료로 드리겠습니다
감사합니다,드시고 가십니까 
아니요 가지고 갑니다,테크 아웃 잔에 담아 드리겠습니다
담배 필곳 있나요,흡연실 가게 왼편에 준비 됐습니다
이 카페는 몇 시까지 영업하나요 ,10시까지 영업합니다
그럼 아직 주문 가능한가요 ,네 가능합니다
그럼 아메리카노 한 잔하고 핫 샌드위치 한 개 주세요,네 샌드위치는 10분 정도 걸릴 수 있는데 괜찮으신가요 
네 괜찮습니다,네
커피 먼저 받을 수 있을까요,네 그럼 커피 먼저 드리고 샌드위치는 폰 알림으로 따로 알려드리겠습니다
아이스 아메리카노 두 잔이랑 치즈케이크 할게요,죄송한데 치즈 케이크가 다 떨어졌어요
이 쿠폰 결제하려고 하는데 그러면 결제가 안 되나요 ,아니요 케이크를 다른 케이크로 고르 실 수 있어요
아무거나 다 되나요 ,네 치즈 케이크보다 비쌀 경우 차액만큼 주시면 됩니다
더 싸면요 ,그 경우 저희가 잔액을 거슬러 드립니다
당근 케이크 할게요,그러면 저희가 200원 거슬러 드릴게요
주문해도 될까요 ,네 음료 고르셨어요 
카페라떼 주세요,따뜻한 걸로 드릴까요 
아이스로 주세요,휘핑크림 올려드릴까요 
네 많이 올려주세요,다른 건 필요한 거 없으세요 
디카페인 원두로 주문 가능할까요 ,네 가능합니다
카페라떼 한잔 주세요,사이즈는 어떻게 해 드릴까요 
어떤 사이즈가 있나요 ,미디엄과 라지가 있습니다
라지 사이즈로 주세요,더 필요하신 건 없으신가요 
치즈케이크 한 조각도 추가해 주세요,총 8000원입니다
현금 영수증 가능하죠 ,네 물론이죠
카페모카 프라푸치노 있나요 ,프라푸치노는 없고 비슷한 음료인 아이스 자바칩 프라프치노는 있어요
그럼 아이스 프라프치노 얼음 많이 넣어서 주세요,네 더 필요하신 건 없나요 
커피,에스프레스 라떼 드랍커피 준비 되어 있습니다
베이글은 어떤 종류가 있나요 ,블루베리 베이글이랑 크림치즈 베이글 두 가지 있어요
블루베리 베이글 데워 주실 수 있나요 ,네 데워 드릴게요
음료는 나가서 마실 거라 플라스틱 용기에 주세요,네 아이스 카페모카 한 잔 블루베리 베이글 결제 도와드릴게요
망고 주스 되나요 ,죄송합니다 과일주스는 준비중 입니다
얼음은 빼 주세요,네 알겠습니다
가격이 얼마에요 ,6천 원입니다
카드 결제되나요 ,네 가능합니다
영수증 주세요,영수증 드리겠습니다
여기 혹시 아침세트 메뉴 있나요 ,네 아메리카노 세트 있어요
그럼 지금 5세트 주문할게요,네 더 필요한 건 없으세요 
빵 종류가 세트 말고도 있으면 같이 주세요,얼마나 드릴까요 
한 5개 정도 넣어주세요,네 조금만 기다리세요
네 다 포장해서 주세요,네 알겠습니다
아바라 한잔 주세요,네 5000원 입니다 드시고 가시나요 
아니요 테이크아웃할게요,휘핑크림 올려드릴까요 
네 많이 주세요,다른 건 필요하신 거 없으세요 
애플파이 하나도 같이 포장해주세요,아이스 바닐라 라떼랑 애플파이 해서 9500원 나왔습니다
포인트 적립해주세요,네 포인트 적립하고 결제해드리겠습니다
아메리카노 한잔 얼마인가요 ,4천 원입니다
아메리카노 한잔 주세요,아이스로 드릴까요 뜨거운 걸로 드릴까요 
아이스로 부탁드려요,네 잠시만 기다려주세요
제휴카드로 할인 가능한가요,네 가능합니다
네 그럼 할인 적용해주세요,네 알겠습니다
아이스 아메리카노 한 잔이요,톨 사이즈로 드리면 될까요 고객님 
네 매장에서 마시고 갈게요,그럼 머그컵에 준비해드리겠습니다
카카오 페이로 계산할게요,네 따로 적립카드는 없으신가요 
네 없습니다,영수증 여기 있습니다
그냥 버려주세요,알겠습니다
아메리카노 따뜻한 걸로 주세요,네 알겠습니다
샷 추가되나요 ,샷 500원인데 추가할까요 
네 추가해 주세요,더 필요한 거 있으세요 
화장실 비밀번호가 어떻게 돼요 ,1234입니다
따뜻한 물 한잔 주세요,잠시만 기다려 주세요
초코 라떼 하나 주세요,아이스로 드릴까요 
흡연구역 있나요,흡연실 가게 왼편에 준비 됐습니다
네 그리고 두유로 바꿔주세요,네 사이즈는 어떤 걸로 해드릴까요 
톨 사이즈로 해주세요,다른 거 더 필요한 건 없으신가요 
네 없어요,적립이나 할인되시는 카드 있으신가요 
네 결제완료,적립되셨고요 5600원입니다
겨울인데 빙수 주문 가능할까요 ,겨울 시즌에는 빙수는 잠시 동안 팔지 않습니다
아 그럼 겨울에만 판매되는 메뉴는 있나요 ,네 겨울에는 집에서 직접 담근 과일청 차 팔고 있어요
그럼 과일청 차 2개만 추천 부탁드릴게요,가장 잘 나가는 건 영귤차랑 자몽차가 있습니다
혹시 차류도 시원하게 되나요 ,네 따뜻하게 시원하게 모두 됩니다
그럼 영귤차 하나 자몽차 하나씩 테이크아웃할게요,네 만 원 받았습니다 현금영수증 하시겠어요 
잘나가는 걸로 주세요,라이트한 맛의 아이스 아메리카노가 잘나가요
주문해도 되죠,주문하세요
메뉴판에 있는 것 모두 주문 가능한가요 ,모두 가능합니다
딸기 라떼 주세요,사이즈는 어떻게 하시겠어요 
라지로 따뜻한 음료 가능한가요 ,물론입니다
그럼 그렇게 해주세요,6천 원입니다
새로운 음료가 출시되었다고 들었는데요,네 진한 초콜릿 음료가 이번에 새로 나왔습니다
다른 사람들의 평이 어떤가요 ,요즘 맛있다고 소문이 나서 주문이 많아요
아 그러면 새로운 메뉴로 2잔 부탁드려요,네 알겠습니다
혹시 음료 말고 다른 디저트 제공도 되나요 ,네 원하시는 디저트 말씀해주세요
당근 케이크로 부탁드릴게요,죄송합니다 당근 케익은 이제 판매하지 않습니다
아메리카노 주문 가능한가요 ,네 주문 가능합니다
뜨겁지 않게 해주실 수 있나요 ,그럼요 가능합니다
여기 밀크티는 얼마에요 ,4500원 입니다
그럼 밀크티도 한잔 주세요,네 알겠습니다
현금영수증 해주세요,네 번호 불러주세요
카페라떼 가격이 얼마에요 ,따뜻한 거 말씀하신 건가요 
네,4500원 입니다
아이스 바닐라라떼는 얼마에요,5000원 입니다
아이스 바닐라라떼 하나 주세요,결제 카드로 해드릴까요 
네,포인트 적립하시나요 
메뉴판에 없는 것도 주문 가능할까요 ,아니요 고객님 메뉴판에 있는 것만 주문 가능합니다
그러면 카페 라떼 한 잔 주세요,사이즈는 어떤 사이즈로 드릴까요 
사이즈 별로 가격이 어떻게 되나요 ,레귤러 사이즈는 4500원 라지 사이즈는 4800원입니다
그럼 라지 사이즈로 주세요,네 고객님 테이크아웃 하시나요 
아니요 마시고 갈 거예요,네 그럼 머그잔에 준비해 드리겠습니다
혹시 메뉴판 주실 수 있나요 ,네 여기 있습니다
혹시 커피 안 들어간 메뉴 있나요 ,네 메뉴판 잠깐 보여주시겠어요 
아 여기 있네요,네 맞습니다
그럼 초코라떼 하나 주세요,차가운 걸로 드릴까요 
아니요 뜨거운 걸로 주세요,네 알겠습니다
베이글지금 남아있나요 ,네 남아 있습니다
아이스 카페라떼 한 잔이랑 베이글 하나 주세요,네 더 필요하신 것은 없으신가요 
포인트 적립 가능한가요 ,네 가능합니다
삼성 페이로 결제 가능하죠 ,네 결제 도와드릴게요
베이글은 따로 결제할 수 있나요 ,네 그렇게 도와드리겠습니다
레귤러 사이즈 아메리카노와 베이글 하나 주세요,어떤 커피로 드릴까요 
어디서 온 커피가 있나요 ,콜롬비아와 에티오피아 중 선택하실 수 있습니다
그럼 콜롬비아 하나 주세요,네 데워드릴까요 
무엇을요 ,베이글을 데워드릴까요 
네 데워주세요,따뜻한 레귤러 아메리카노와 베이글 하시면 7000원입니다
여기는 커피만 파나요 ,주스나 차 종류도 있습니다
차 종류는 어떤 게 있나요 ,블랙 티와 유자차 그리고 레몬티가 있어요
자몽티는 단 음료인가요 ,레몬 청으로 만드는 거라 조금 달아요
그럼 아이스로는 되나요 ,네
아이스 자몽차로 세 잔 포장해주세요,네 15000원입니다
블루베리 치즈 베이글 주세요,네 드시고 가시나요 
아니요 포장해주세요,초는 몇 개 드릴까요 
27개 주세요,적립 필요하신가요 
아니요 현금영수증 해주세요,네 번호 입력해주세요
음악이 너무 시끄러워요,담당직원에게 연결해 드릴께요
담배 필곳 있나요,흡연실 가게 왼편에 준비 됐습니다
분실물 없나요,어떤 물건인지 알려주세요
분홍색 장지갑,전화 번호 남겨주시면 담당직원이 연락할꺼에요
차 맛이 이상해요,담당직원에게 전달해 드릴께요
쿠폰도 찍어주세요,죄송하지만 쿠폰은 따로 없습니다
라떼 아이스로 주세요,시럽 넣어드릴까요 
3번 펌핑해주세요,다른 건 안 필요하시나요 
케이크는 어떤 종류가 있나요 ,진열대에 보시면 초코케이크 치즈케이크 당근 케이크가 있습니다
당근 케이크 얼마에요 ,4500원입니다
커피랑 같이 주세요,폰 알림 울리면 받으러 와주세요
분실물,담당직원에게 연결해드리겠습니다
달콤한 커피는 어떤 종류가 있죠 ,캐러멜 마키아토와 카페 모카 바닐라 라떼가 있습니다
초코 라떼로 주세요,따뜻한 음료 맞으세요 
네 맞습니다,휘핑크림 얹어 드릴까요 
커피줘,아메리카노로 드릴까요
아니요 빼주세요,드시고 가시나요 
테이크아웃으로 부탁드립니다,주문하신 음료 나왔습니다
아이스 아메리카노 하나 주세요,죄송하지만 지금 원두가 떨어져서 아메리카노는 어려울 것 같습니다
그러면 자몽 주스 하나로 부탁드릴게요,자몽 주스 사이즈는 어떻게 드릴까요 
라지 사이즈로 주세요,더 필요한 거 있으신가요 
클럽 샌드위치도 하나 주세요,총 8500원입니다
맛있는 걸로 주세요,라이트한 맛의 아이스 아메리카노가 잘나가요
여기 카드요,카드 받았습니다
아이스 아메리카노 한 잔에 얼마인가요 ,삼천 원입니다
블루베리 머핀은 얼마인가요 ,죄송합니다 머핀은 판매하지 않습니다
아이스 아메리카노랑 블루베리 베이글 주세요,네 알겠습니다
시럽은 어느 쪽에 있나요 ,오른쪽으로 보시면 있습니다
베이글 데워주실 수 있으세요 ,네 데워드릴게요
텀블러 구입하려고 하는데 기프티콘으로도 결제가 가능한가요 ,네 가능합니다
아이스 카페라떼 한 잔에 얼마예요 ,4500원입니다
포인트 적립이 2배인 베이글은 어떤 건가요 ,딸기 녹차 크림 베이글입니다
기프티콘으로 결제하고 나머지 차액은 이 카드로 결제해주세요,네 카드 보여주세요
가지고 갈 거니까 커피랑 베이글은 포장해주세요,네 핸드폰 알림 울리면 가지로 오세요
아메리카노 있나요 ,네 있습니다
베이글은 얼마인가요 ,3000원입니다
맛이 이상해,담당직원에게 전달할께요
세트 구성은 없나요 ,아니요 있습니다
아이스 아메리카노랑 머핀 포장되나요 ,네 가능합니다
포장해주세요,네
지금 주문 변경 가능한가요 ,네
아이스 아메리카노에서 따뜻한 아메리카노로 바꿔주실 수 있나요 ,네
혹시 테이크아웃 말고 머그잔으로 바꿔주실 수 있나요 ,네 그럼 머그잔으로 해드리겠습니다
어제 분실물 없었나요,담당직원에게 연결해 드리겠습니다
사이즈 변경도 가능한가요 ,네 말씀 해주세요
제일 큰 사이즈로 바꿔주세요,네 알겠습니다
초코라떼,따뜻하게 해서 준비해 드릴께요
조금만 올려주세요,네 다른 건 필요한 거 없으세요 
조각 케이크도 있나요 ,죄송해요 케익은 준비 중이에요
베이글도 같이 주세요,드시고 가실 건가요 
네,결제해 드리겠습니다
베이글도 포장되나요 ,네 고객님 포장 가능하십니다
그럼 판 케이크 구매 후 조각 케이크로 포장도 가능한가요 ,네 고객님 가능하시지만 시간이 조금 걸릴 수 있습니다
네 괜찮습니다 스트로베리 판케잌 6조각으로 해서 개별 포장 부탁드립니다,네 잠시만 기다려주세요
포장되었나요 ,고객님 포장 다 되었습니다 많이 흔들 시 케이크가 망가질 수 있습니다 주의 부탁드립니다
얼마인가요,총 합해서 34500원입니다
카페라뗴 우유 종류변경 가능한가요 ,네 가능하십니다
선택 가능한 우유 종류는 어떻게 되나요 ,일반우유 저지방 우유 두유 세 가지 중 선택 가능합니다
변경 시 추가 비용은 발생하지 않나요,네 추가 비용 발생하지 않습니다
두유로 아이스 카페라뗴 한잔 부탁드립니다,네 사이즈는 레귤러 사이즈로 하시고 시럽은 필요 없으신가요 
네 레귤러 사이즈로 해주시고 시럽은 빼주세요,네 감사합니다
콜드브루 라떼 되나요 ,콜드브루 라떼 5000원입니다
휘핑크림 올려주실 수 있나요 ,네 올려드리겠습니다
